"STORE_SN","AREA_SD_CODE","AREA_DETAIL_CODE","PREF_SN","STORE_NM","STORE_ADDR","STORE_SCORE","LATITUDE","LONGITUDE"
"S190615_1560588301089","01","010607","01000000","온더볼륨","서울특별시 광진구 화양동 495-23","0","37.545401515499","127.07613835308"
"S190615_1560588302137","01","010607","10000000","램스타","서울특별시 광진구 화양동 9-80","0","37.542106536969","127.06961578668"
"S190615_1560588303189","01","010603","01000000","스타벅스 군자역점","서울특별시 광진구 군자동 478-5","0","37.556957479444","127.07902896579"
"S190615_1560588304239","01","010606","10000000","장군갈비","서울특별시 광진구 중곡동 117-11","0","37.554739488783","127.08813315971"
"S190615_1560588306350","01","010605","10000000","육광 본점","서울특별시 광진구 자양동 219-18","0","37.536829111705","127.08147170616"
"S190615_1560588308455","01","010602","10000000","라비올리","서울특별시 광진구 구의동 52-15","0","37.552632246811","127.09062605278"
"S190615_1560588313779","01","010605","10000000","어사출또","서울특별시 광진구 자양동 606-11","0","37.533711811321","127.08035584608"
"S190615_1560588314833","01","010602","10000000","어반나이프","서울특별시 광진구 구의3동 217-15","0","37.538246154785","127.09355163574"
"S190615_1560588315895","01","010605","10000000","도도곱창","서울특별시 광진구 자양동 5-2","0","37.539382968195","127.06931016458"
"S190615_1560588318011","01","010607","10000000","포비","서울특별시 광진구 화양동 33-56","4.2727272727273","37.5446429574","127.06904108351"
"S190615_1560588319058","01","010604","10000000","대한곱창","서울특별시 광진구 능동 221-2","0","37.556187685228","127.07968356835"
"S190615_1560588321170","01","010602","10000000","망향비빔국수 광진구점","서울특별시 광진구 구의동 73-5","0","37.549258169265","127.09125553084"
"S190615_1560588329592","01","010607","10000000","백철판0410 건대역점","서울특별시 광진구 화양동 8-26","0","37.54094617274","127.0698678361"
"S190615_1560588331707","01","010605","01000000","LITE LANE","서울특별시 광진구 자양동 17-1","0","37.541185558526","127.06594960773"
"S190615_1560588333806","01","010607","01000000","노크","서울특별시 광진구 화양동 9-86","0","37.54118381454","127.06915199067"
"S190615_1560588334858","01","010607","01000000","투썸플레이스 건대입구점","서울특별시 광진구 화양동 5-12","0","37.542417124499","127.07129800404"
"S190615_1560588338008","01","010604","10000000","호아빈 군자역점","서울특별시 광진구 능동 276-4","0","37.556446933983","127.07942006407"
"S190615_1560588341161","01","010607","01000000","괜찮아우리사이","서울특별시 광진구 화양동 9-76","0","37.542250957705","127.06964793978"
"S190615_1560588343288","01","010607","10000000","짚신매운갈비찜 건대점","서울특별시 광진구 화양동 8-3","0","37.542015005335","127.07057877491"
"S190615_1560588346447","01","010607","10000000","오지네","서울특별시 광진구 화양동 10-10","0","37.542648805471","127.06982405174"
"S190615_1560588354862","01","010605","01000000","카페시벳 건대역점","서울특별시 광진구 자양동 1-2","0","37.539501190186","127.06999969482"
"S190615_1560588359082","01","012413","10000000","무교동북어국집","서울 중구 다동 173","0","37.567738229144","126.97981449151"
"S190615_1560588360128","01","012439","10000000","동원집","서울 중구 을지로3가 96-2","0","37.567329135961","126.99092464516"
"S190615_1560588363281","01","012365","00001000","청계천","서울 종로구 종로5가 458-1","0","37.569691486047","127.00171470873"
"S190615_1560588367472","01","012330","00010000","환기미술관","서울 종로구 부암동 210-8","0","37.594091409715","126.96611551771"
"S190615_1560588373774","01","012308","00010000","토포하우스","서울 종로구 관훈동 184","0","37.574075259597","126.98431291649"
"S190615_1560588382191","01","012302","00010000","아라아트센터","서울 종로구 견지동 85-24","0","37.573465693417","126.98363064042"
"S190615_1560588387466","01","012335","00010000","세종문화회관 미술관","서울 종로구 세종로 81-3","0","37.571786510639","126.97595564531"
"S190615_1560588390622","01","010504","00010000","서울시립남서울미술관","서울 관악구 남현동 1059-13","0","37.476063506144","126.97951310604"
"S190615_1560588392726","01","012360","00010000","서울메트로미술관","서울 종로구 적선동 81-1 3호선 경복궁역","0","37.575566993116","126.97343592272"
"S190615_1560588393792","01","010513","00010000","서울대학교미술관","서울 관악구 신림동 산56-1","0","37.466440244913","126.94968728573"
"S190615_1560588398031","01","011504","00010000","두성페이퍼갤러리","서울 서초구 서초동 1641-6","0","37.492284675231","127.02022856889"
"S190615_1560588404384","01","012308","00010000","갤러리인사아트","서울 종로구 관훈동 119","0","37.574981789645","126.98390437555"
"S190615_1560588413846","01","010108","00001000","가로수길","서울 강남구 신사동 667-13","0","37.522516041102","127.02254846144"
"S190615_1560588414894","01","010207","00001000","강풀만화거리","서울 강동구 성내동 160-32","0","37.535602198112","127.13006184163"
"S190615_1560588415942","01","012125","00001000","경리단길","서울 용산구 이태원동 226-2","0","37.539781624323","126.99165811055"
"S190615_1560588417000","01","011318","00001000","경의선숲길","서울 마포구 연남동 375","0","37.561953372789","126.92298244219"
"S190615_1560588418048","01","011307","00001000","경의선책거리","서울 마포구 동교동 190-1","3","37.556439863992","126.92901504235"
"S190615_1560588419111","01","012322","00001000","낙산공원","서울 종로구 동숭동 1-151","3","37.581741466805","127.00315020802"
"S190615_1560588420182","01","012454","00001000","덕수궁돌담길","서울 중구 정동 5-1","0","37.566699085663","126.97531216565"
"S190615_1560588422282","01","012417","00001000","명동거리","서울 중구 명동2가 81-1","0","37.562941502082","126.98466783523"
"S190615_1560588423345","01","012409","00001000","명동만화의거리 재미로","서울특별시 중구 남산동2가 15-27","0","37.558436861641","126.9862999173"
"S190615_1560588427560","01","012333","00001000","삼청동카페골목","서울 종로구 삼청동 74-1","0","37.584751347138","126.98208457515"
"S190615_1560588428609","01","010508","00001000","샤로수길","서울 관악구 봉천동 1693-43","0","37.477717927481","126.95539731831"
"S190615_1560588429653","01","012374","00001000","서촌마을","서울 종로구 통의동 21","0","37.578903","126.97275"
"S190615_1560588430718","01","011809","00001000","석촌호수카페거리","서울 송파구 신천동 33","0","37.510537245723","127.10623740033"
"S190615_1560588431766","01","011808","00001000","송리단길","서울 송파구 송파동 36-8","0","37.509823049909","127.10950350136"
"S190615_1560588432814","01","010108","00001000","압구정로데오거리","서울 강남구 신사동 643-17","0","37.526718016912","127.03608120358"
"S190615_1560588433870","01","012201","00001000","연신내로데오거리","서울 은평구 갈현동 398-11","0","37.618822432879","126.91960260865"
"S190615_1560588434917","01","012134","00001000","우사단길","서울 용산구 한남동 732-23","0","37.532597182101","126.99870188994"
"S190615_1560588438058","01","012125","00001000","이태원앤틱가구거리","서울 용산구 이태원동 96-132","0","37.531654556503","126.99486764288"
"S190615_1560588439103","01","012355","00001000","익선동한옥거리","서울 종로구 익선동 166-95","0","37.573437271596","126.98976677744"
"S190615_1560588440152","01","012329","00001000","종로귀금속거리","서울 종로구 봉익동 146","0","37.571323394775","126.99282836914"
"S190615_1560588444351","01","012115","00001000","해방촌","서울 용산구 용산동2가 48","0","37.541084510845","126.98702376624"
"S190615_1560588445405","01","011312","00001000","홍대거리","서울 마포구 서교동 365-1","0","37.553158192813","126.92187542858"
"S190615_1560588446474","01","011310","00001000","홍대벽화거리","서울 마포구 상수동 72-36","0","37.551790910438","126.92410198663"
"S190615_1560588452831","01","012333","00001000","삼청동길","서울 종로구 삼청동","0","37.589845200642","126.982434156"
"S190615_1560588453886","01","012416","10000000","하동관명동본점","서울 중구 명동1가 10-4","0","37.564421755671","126.98496468259"
"S190615_1560588459164","01","012439","10000000","양미옥 을지로본점","서울 중구 을지로3가 161","0","37.566804040835","126.99274286055"
"S190615_1560588462328","01","011617","10000000","맛나곱창","서울 성동구 홍익동 130-1","0","37.565012681039","127.03611998721"
"S190615_1560588463393","01","011205","10000000","낙성곱창","서울 동작구 사당동 1003-18","0","37.483631353202","126.97835862976"
"S190615_1560588465483","01","012335","00010000","kt스퀘어","서울 종로구 세종로 100","0","37.572245328176","126.97795307078"
"S190615_1560588470721","01","011504","00010000","예술의전당","서울 서초구 서초동 700 예술의전당","0","37.478527661876","127.01074135971"
"S190615_1560588471781","01","011811","00010000","샤롯데씨어터","서울 송파구 잠실동 40-1","0","37.510569893955","127.09985751191"
"S190615_1560588474947","01","012416","00010000","명동예술극장","서울 중구 명동1가 54","0","37.563902189293","126.98426994633"
"S190615_1560588478096","01","012322","00010000","동숭아트센터소극장","서울 종로구 동숭동 1-5","0","37.583692550486","127.00372426498"
"S190615_1560588483355","01","012435","00001000","남산공원","서울 중구 예장동 산5-85 남산제1별관","0","37.55104282568","126.99250232598"
"S190615_1560588485466","01","012432","00001000","동대문역사문화공원","서울 중구 신당동 853","0","37.567664444687","127.01138616158"
"S190615_1560588489736","01","010302","00001000","북서울꿈의숲","서울 강북구 번동 산28-6","0","37.623329239484","127.04072572854"
"S190615_1560588496119","01","012415","00001000","손기정체육공원","서울 중구 만리동2가 6-1","0","37.556015231668","126.96526103491"
"S190615_1560588499311","01","011901","00001000","오목공원","서울 양천구 목동 921","0","37.527790973598","126.87328676301"
"S190615_1560588500381","01","011805","00001000","올림픽공원","서울 송파구 방이동 88","0","37.520925583475","127.12295817147"
"S190615_1560588504615","01","012451","00001000","장충단공원","서울 중구 장충동2가 196-1 을지 지구대","0","37.558081987485","127.00442754537"
"S190615_1560588505663","01","012362","00001000","탑골공원","서울 종로구 종로2가 38-1 탑골공원","0","37.571000775203","126.9882827818"
"S190615_1560588515235","01","012335","00001000","광화문광장","서울 종로구 세종로 1-68","0","37.572479558453","126.9769083911"
"S190615_1560588517351","01","012465","00001000","서울광장","서울 중구 태평로1가 31","0","37.566573386714","126.97744195822"
"S190615_1560588519474","01","011616","00001000","왕십리광장","서울 성동구 행당동","0","37.561606867945","127.03723915548"
"S190615_1560588520521","01","012334","00001000","청계광장","서울 종로구 서린동 14-1","0","37.569161602722","126.9777008924"
"S190615_1560588521569","01","011805","00001000","평화의광장","서울 송파구 방이동","0","37.518614985613","127.1163900886"
"S190615_1560588529002","01","012333","10000000","눈나무집","서울 종로구 삼청동 20-8","0","37.587479596154","126.98186625871"
"S190615_1560588531132","01","012335","00001000","경복궁","서울 종로구 세종로 1-91 경복궁","0","37.578832768729","126.97701392736"
"S190615_1560588533274","01","012454","00001000","덕수궁","서울 중구 정동 5-1 덕수궁","0","37.566091926011","126.97491298262"
"S190615_1560588534343","01","012351","00001000","운현궁","서울 종로구 운니동 114-10 운현궁","0","37.576117076349","126.9870475018"
"S190615_1560588535392","01","012350","00001000","창경궁","서울 종로구 와룡동 2-1 창경궁","0","37.579493487426","126.99413430086"
"S190615_1560588540695","01","012322","00001000","낙산공원","서울 종로구 동숭동 산2-10","0","37.580472312644","127.00758257574"
"S190615_1560588544897","01","012322","00001000","마로니에공원","서울 종로구 동숭동 1-119","0","37.580224645921","127.00278549725"
"S190615_1560588545947","01","012012","00001000","문래근린공원","서울 영등포구 문래동3가 66","0","37.516777517101","126.89396086774"
"S190615_1560588548042","01","011201","00001000","사육신공원","서울 동작구 노량진동 152-3 사육신묘지공","0","37.513699682712","126.9486294272"
"S190615_1560588549088","01","012332","00001000","사직공원","서울 종로구 사직동 1-44","0","37.575982852366","126.96739615051"
"S190615_1560588550136","01","012333","00001000","삼청공원","서울 종로구 삼청동 산2-1 삼청공관리실","0","37.589581808541","126.98428339364"
"S190615_1560588551185","01","011504","00001000","서리풀공원","서울 서초구 서초동 산165-4","0","37.488076881282","127.00194244401"
"S190615_1560588552229","01","012423","00001000","서울로7017","서울 중구 봉래동2가 122-16","0","37.556756526693","126.97069475737"
"S190615_1560588553279","01","011609","00001000","서울숲공원","서울 성동구 성수동1가 685-1","0","37.541956842785","127.03855558543"
"S190615_1560588557466","01","011506","00001000","양재근린공원","서울 서초구 양재동 311","0","37.471429157864","127.04268167543"
"S190615_1560588559555","01","012025","00001000","여의도공원","서울 영등포구 여의도동 2","0","37.52612258197","126.9223664684"
"S190615_1560588560605","01","012501","00001000","용마공원","서울 중랑구 망우동 산69-1","0","37.595864466289","127.10242077133"
"S190615_1560588564821","01","010114","00001000","청담근린공원","서울 강남구 청담동 66","0","37.52131806785","127.05245234014"
"S190615_1560588566923","01","011312","00100000","온링유","서울 마포구 서교동 365-2","0","37.55421701613","126.92238078433"
"S190615_1560588567969","01","012335","00010000","충무공이야기","서울 종로구 세종로 81-3 세종이야기","0","37.572311405308","126.97622014746"
"S190615_1560588575382","01","012335","00001000","광화문","서울 종로구 세종로 1-57","0","37.576020010123","126.97683731066"
"S190615_1560588578536","01","012307","00001000","보신각","서울 종로구 관철동 45-5 보신각","0","37.569788630032","126.98353344998"
"S190615_1560588581686","01","012406","00001000","숭례문","서울 중구 남대문로4가 29 숭례문(남대문)","0","37.559968651464","126.97534775607"
"S190615_1560588582737","01","012354","00001000","이화장","서울 종로구 이화동 1","0","37.577939979293","127.00646141757"
"S190615_1560588583783","01","012381","00001000","혜화문","서울 종로구 혜화동 28-6","0","37.587883135367","127.00381560724"
"S190615_1560588597549","01","012125","00010000","국제큰옷","서울 용산구 이태원동 58-5 국제아케이드 지하1층","0","37.534021750053","126.99034397021"
"S190615_1560588599665","01","011312","00010000","랩원오원","서울 마포구 서교동 404-28 1F","0","37.549346923828","126.91955566406"
"S190615_1560588609168","01","012469","10000000","필동면옥","서울 중구 필동3가 1-5","0","37.560370114962","126.99691549968"
"S190615_1560588617585","01","010604","00100000","어린이회관눈썰매장","서울 광진구 능동 18-11","0","37.5458672756","127.08039891834"
"S190615_1560588618650","01","012363","10000000","계림","서울 종로구 종로3가 167","0","37.570170856067","126.99449741372"
"S190615_1560588621842","01","011808","10000000","단디","서울 송파구 송파동 45-5","0","37.509225704488","127.11034760956"
"S190615_1560588623961","01","012125","00010000","Beleben","서울 용산구 이태원동 224-66","0","37.539142085671","126.98957337626"
"S190615_1560588630289","01","010508","00010000","살롱드북","서울 관악구 봉천동 1670-5 태주빌라 1층","0","37.480399082773","126.95698812847"
"S190615_1560588632406","01","012439","00010000","노말에이","서울 중구 을지로3가 65-25 2층","0","37.566495136785","126.99138867687"
"S190615_1560588633469","01","010508","00010000","관객의 취향","서울 관악구 봉천동 910-41 2층","0","37.483873799888","126.9464582277"
"S190615_1560588634526","01","012409","10000000","남산돈까스","서울 중구 남산동2가 49-24","0","37.556886882116","126.98575730286"
"S190615_1560588635592","01","012416","10000000","명동돈가스","서울 중구 명동1가 59-13","0","37.564040006743","126.98353233046"
"S190615_1560588638764","01","010108","10000000","이끼롤까스 가로수길점","서울 강남구 신사동 517-33","0","37.518906533059","127.02190549373"
"S190615_1560588641951","01","010604","00001000","서울어린이대공원동물원","서울 광진구 능동 18","0","37.548280378899","127.08249684072"
"S190615_1560588642997","01","010207","00001000","애니멀 뮤지엄 더쥬","서울 강동구 성내동 449-13 우용빌딩 2층","0","37.522554573721","127.13368645148"
"S190615_1560588646166","01","010504","10000000","복돈이 부추삼겹살","서울 관악구 남현동 1061-11 남현빌딩","0","37.475167503096","126.98114200791"
"S190615_1560588650415","01","010110","10000000","강남 돼지상회 무한리필","서울 강남구 역삼동 619-28 2층 메트로 빌딩 2층","0","37.500787992149","127.02754789194"
"S190615_1560588655731","01","012417","01000000","홍만당","서울 중구 명동2가 32-8","0","37.563185824372","126.98478902853"
"S190615_1560588657858","01","011312","01000000","타이거슈가 홍대본점","서울 마포구 서교동 346-43","0","37.555510972139","126.92396927845"
"S190615_1560588658935","01","011609","01000000","카페성수","서울 성동구 성수동1가 668-30","0","37.547565904524","127.04244439332"
"S190615_1560588659977","01","010108","01000000","카페 노티드","서울 강남구 신사동 647-4 미래빌딩 1층","0","37.524186120957","127.03829722247"
"S190615_1560588662086","01","011610","01000000","어니언 성수","서울 성동구 성수동2가 277-135 어니언","0","37.544782326147","127.05820964684"
"S190615_1560588663158","01","012355","01000000","서울커피 익선점","서울 종로구 익선동 166-31 서울커피","0","37.573313659315","126.99006278178"
"S190615_1560588664210","01","012321","01000000","밀토스트","서울 종로구 돈의동 21-3","0","37.573117874892","126.99034843899"
"S190615_1560588666331","01","012355","01000000","동백양과점","서울 종로구 익선동 166-73","0","37.573426809133","126.98959711016"
"S190615_1560588674816","01","012330","10000000","자하손만두","서울 종로구 부암동 245-2","0","37.593208109247","126.96608244408"
"S190615_1560588675886","01","012359","10000000","깡통만두","서울 종로구 재동 84-22 1층","0","37.578172238174","126.98609131446"
"S190615_1560588677988","01","010108","01000000","한추","서울 강남구 신사동 549-9","0","37.524055233644","127.02344474417"
"S190615_1560588680110","01","012439","01000000","만선호프","서울 중구 을지로3가 95-1","0","37.567282526011","126.99179688666"
"S190615_1560588682240","01","010607","00001000","건대맛의거리","서울 광진구 화양동 6-4","0","37.540618252565","127.07056216627"
"S190615_1560588684373","01","012411","00001000","남대문시장 갈치조림골목","서울 중구 남창동 34-155","0","37.559838340943","126.9769454499"
"S190615_1560588686487","01","011201","00001000","노량진컵밥거리","서울 동작구 노량진동 148-88","0","37.513475265915","126.94569159309"
"S190615_1560588688587","01","012365","00001000","동대문생선구이골목","서울 종로구 종로5가 281-9","0","37.570284835141","127.00582730963"
"S190615_1560588690697","01","011805","00001000","방이동먹자골목","서울 송파구 방이동 95-4","0","37.514794883723","127.10924081636"
"S190615_1560588691749","01","011609","00001000","성수동갈비골목","서울 성동구 성수동1가 668-21","0","37.546950481811","127.04404909314"
"S190615_1560588692823","01","012372","00001000","세종마을음식문화거리","서울 종로구 체부동 194-2","0","37.57657956712","126.97175782918"
"S190615_1560588701296","01","011809","00010000","도토리숲 잠실 롯데월드몰점","서울 송파구 신천동 29 롯데월드몰 B1","0","37.513444145122","127.10339745867"
"S190615_1560588705550","01","012459","00010000","라인프렌즈 플래그십 스토어 명동역점","서울 중구 충무로1가 24-6","0","37.56130857584","126.98442966514"
"S190615_1560588707657","01","011307","00010000","라인프렌즈 L7홍대점","서울 마포구 동교동 160-5","0","37.555524913052","126.92154706828"
"S190615_1560588708723","01","011325","00010000","리코더스토어","서울 마포구 합정동 368-2 2층","0","37.546365651692","126.91512683705"
"S190615_1560588709810","01","011309","00010000","말랑상점","서울 마포구 망원동 399-39 말랑상점","0","37.554635564319","126.90519455058"
"S190615_1560588711922","01","011809","00010000","카카오프렌즈 롯데월드몰","서울 송파구 신천동 29 5층","0","37.513833365419","127.10363034729"
"S190615_1560588712989","01","010105","00010000","카카오프렌즈 스타필드 코엑스몰점","서울 강남구 삼성동 159 스타필드몰 B1 C108호","0","37.511412111582","127.0610497165"
"S190615_1560588718287","01","011307","00010000","카카오프렌즈홍대점","서울 마포구 동교동 165-5","0","37.556420071898","126.92386566229"
"S190615_1560588720381","01","012335","00010000","세종문화회관","서울 종로구 세종로 81-3","0","37.57224431468","126.97575693018"
"S190615_1560588721430","01","012345","00001000","감고당길","서울 종로구 안국동","0","37.577672487952","126.98246398188"
"S190615_1560588722486","01","012012","00001000","문래창작촌","서울 영등포구 문래동3가 54-39","0","37.51417656871","126.89717779372"
"S190615_1560588724621","01","012356","00001000","인사동 문화의거리","서울 종로구 인사동","0","37.57398141485","126.9849255064"
"S190615_1560588725680","01","012307","00001000","종각젊음의거리","서울 종로구 관철동 13-22","0","37.569393185216","126.98574621619"
"S190615_1560588726772","01","012442","00001000","청계천헌책방거리","서울 중구 을지로6가 17-2","0","37.56949303396","127.00810183325"
"S190615_1560588740553","01","012132","00010000","아모레퍼시픽미술관","서울 용산구 한강로2가 181","0","37.528788617884","126.96866936337"
"S190615_1560588741598","01","012322","00010000","아르코미술관","서울 종로구 동숭동 1-130 한국문화예술진흥","0","37.580534788199","127.00323422709"
"S190615_1560588743702","01","012427","00010000","서울시립미술관","서울 중구 서소문동 37 서울시립미술관","0","37.564198856768","126.97377304975"
"S190615_1560588744763","01","012211","00010000","사비나미술관","서울 은평구 진관동 9999-2","0","37.630128325569","126.92927262467"
"S190615_1560588745811","01","011312","00010000","러브뮤지엄","서울 마포구 서교동 357-1 서교프라자","0","37.553689009614","126.92178855875"
"S190615_1560588747906","01","012374","00010000","대림미술관","서울 종로구 통의동 35-1 대림미술관","0","37.577530521491","126.97335235973"
"S190615_1560588751076","01","012336","00010000","국립현대미술관 서울","서울 종로구 소격동 165","0","37.578777937737","126.98004880598"
"S190615_1560588754274","01","012465","01000000","월향","서울 중구 태평로1가 60-15 1층","0","37.567811746176","126.97581762992"
"S190615_1560588755333","01","010110","01000000","AY라운지","서울 강남구 역삼동 819-9","0","37.499047957762","127.02852044473"
"S190615_1560588756402","01","012326","01000000","독일주택","서울 종로구 명륜4가 45-1","0","37.582944814939","127.00054141822"
"S190615_1560588761717","01","010513","00010000","호림박물관","서울 관악구 신림동 1707 호림박물관","0","37.48097846059","126.91820988397"
"S190615_1560588763819","01","011504","00010000","한전아트센터 박물관","서울 서초구 서초동 1355","0","37.486128902984","127.02767009576"
"S190615_1560588767039","01","012405","00010000","한국은행 화폐박물관","서울 중구 남대문로3가 110 한국은행","0","37.562058734549","126.98051447995"
"S190703_1569829269090","01","012134","01000000","지엠유","서울특별시 용산구 한남동 62-2","0","37.535412932196","127.00884759507"
"S190704_1566351083210","01","011504","00010000","예술의전당디자인미술관","서울 서초구 서초동 700","0","37.480323009487","127.0142453282"
"S190704_1566351083221","01","011502","00010000","기록매체박물관","서울 서초구 반포동 산60-1 국립중앙도서관","0","37.497710225175","127.00421178314"
"S190704_1566351083223","01","011502","00001000","반포공원","서울 서초구 반포동 114-3","0","37.4987078592","126.99117023472"
"S190704_1566351083256","01","012131","00010000","갤러리가비","서울 용산구 한강로1가 221-5","0","37.531592734493","126.97302067277"
"S190704_1566351083258","01","012125","00001000","이태원세계음식문화거리","서울 용산구 이태원동 108-3","0","37.535013134694","126.99459627099"
"S190704_1566351083259","01","012132","00001000","용리단길","서울 용산구 한강로2가","0","37.531381336409","126.97150746882"
"S190704_1569829268628","01","012134","10000000","알프키친","서울 용산구 한남동 1-131","0","37.538695386203","127.01239110961"
"S190704_1569829268629","01","012132","10000000","현선이네","서울 용산구 한강로2가 311-1","0","37.530526232434","126.96850966898"
"S190704_1569829268641","01","012134","10000000","파르크","서울 용산구 한남동 743-1","0","37.537489483842","126.99972272867"
"S190704_1569829268647","01","012131","10000000","몽탄","서울 용산구 한강로1가 251-1","0","37.536010116042","126.97224725676"
"S190704_1569829268675","01","012125","10000000","아그라 이태원점","서울 용산구 이태원동 172-2 한국외환은행(이태원지점)","0","37.534505242345","126.99103896243"
"S190704_1569829268676","01","012124","10000000","솜씨 이촌","서울 용산구 이촌동 301-27","0","37.520808802429","126.97527264583"
"S190704_1569829268690","01","012136","10000000","창수린","서울 용산구 후암동 194-15","0","37.546036367351","126.97820916631"
"S190704_1569829268701","01","012133","10000000","경성함바그 용산아이파크몰점","서울 용산구 한강로3가 40-999 용산아이파크몰 서관 7층 경성함바그","0","37.530390892744","126.9643705929"
"S190704_1569829268718","01","012125","10000000","초승달","서울 용산구 이태원동 226-3 1층","0","37.539553201098","126.99128777682"
"S190704_1569829268721","01","012113","10000000","창성옥","서울 용산구 용문동 25-16","0","37.536383922107","126.96039537473"
"S190704_1569829268750","01","012125","10000000","부다스밸리 이태원점","서울 용산구 이태원동 457-1","0","37.53442824693","126.9883584218"
"S190704_1569829268754","01","012125","10000000","레호이 소월길 본점","서울 용산구 이태원동 261-9","0","37.543237856261","126.99016311242"
"S190704_1569829268760","01","012125","10000000","트로이카","서울 용산구 이태원동 72-32","0","37.534065109576","126.99225555668"
"S190704_1569829268761","01","012129","10000000","선다래","서울 용산구 청파동2가 55-8","0","37.544998064513","126.96554913126"
"S190704_1569829268794","01","012136","10000000","이이네","서울 용산구 후암동 446-43 1층 이이네","0","37.553276719764","126.97670694771"
"S190704_1569829268800","01","012125","10000000","레드브릭 비스트로","서울 용산구 이태원동 74-40","0","37.533712874548","126.99215846528"
"S190704_1569829268813","01","012125","10000000","이즈비","서울 용산구 이태원동 74-22","0","37.533299215096","126.99225454805"
"S190704_1569829268814","01","012134","10000000","삐삣버거","서울 용산구 한남동 683-31 1층","0","37.537885876972","127.00184469254"
"S190704_1569829268815","01","012134","10000000","한냄비","서울 용산구 한남동 631-17","0","37.532457762554","127.00566210277"
"S190704_1569829268821","01","012125","10000000","바른닭발","서울 용산구 이태원동 168-14","0","37.534620118602","126.99182944411"
"S190704_1569829268827","01","012120","10000000","채선당 플러스 원효로점","서울 용산구 원효로1가 41 용산더프라임","0","37.540448335806","126.96973085974"
"S190704_1569829268844","01","012105","10000000","하노이의 아침 서울역점","서울 용산구 동자동 12 게이트웨이타워","0","37.553402472624","126.9735476372"
"S190704_1569829268852","01","012125","10000000","그랑블루","서울 용산구 이태원동 249-15 1층","0","37.540809562657","126.9917461077"
"S190704_1569829268855","01","012125","10000000","모나리자","서울 용산구 이태원동 116-22 1층","0","37.535033264419","126.9927290637"
"S190704_1569829268891","01","012136","10000000","후암연어식당","서울 용산구 후암동 2-3","0","37.551874012177","126.97704301129"
"S190704_1569829268894","01","012125","10000000","술탄 케밥","서울 용산구 이태원동 127-28","0","37.533991508803","126.99419134575"
"S190704_1569829268899","01","012115","10000000","카사블랑카 샌드위치","서울 용산구 용산동2가 44-7","0","37.541625946029","126.9871182826"
"S190704_1569829268905","01","012134","10000000","JARI","서울 용산구 한남동 682-22","0","37.538005389777","127.0021259801"
"S190704_1569829268906","01","012133","10000000","갯마을 한강로점","서울 용산구 한강로3가 65-550","0","37.52304527395","126.97030961534"
"S190704_1569829268921","01","012124","10000000","나무와","서울 용산구 이촌동 301-139","0","37.520385338417","126.97423768361"
"S190704_1569829268926","01","012115","10000000","부엉이돈가스 남산서울타워점","서울 용산구 용산동2가 산1-3 2층 202B호","0","37.551138480363","126.98788361999"
"S190704_1569829268928","01","012136","10000000","일비노로소","서울 용산구 후암동 358-129","0","37.550402463988","126.98297064046"
"S190704_1569829268935","01","012125","10000000","마틸다","서울 용산구 이태원동 249-15 남산탕","0","37.540765674989","126.99188248632"
"S190704_1569829268941","01","012133","10000000","에머이 용산아이파크점","서울 용산구 한강로3가 40-999 아이파크몰 서관 6층","0","37.530025874842","126.96487345531"
"S190704_1569829268944","01","012125","10000000","바리","서울 용산구 이태원동 130-4","0","37.539795584351","126.99118267206"
"S190704_1569829268954","01","012125","01000000","모우모우 이태원점","서울 용산구 이태원동 118-71","0","37.535081625309","126.99206084143"
"S190704_1569829268956","01","012125","01000000","키에리","서울 용산구 이태원동 73-7 1층","0","37.533361184261","126.99318150454"
"S190704_1569829268957","01","012134","01000000","올드페리도넛","서울 용산구 한남동 727-21","0","37.539697412267","127.0029634074"
"S190704_1569829268973","01","012136","01000000","오리올","서울 용산구 후암동 406-99","0","37.547438441336","126.98406336071"
"S190704_1569829268977","01","012134","01000000","탭퍼블릭 이태원점","서울 용산구 한남동 683-141 트윈빌딩 L2","0","37.536405094043","127.00041611274"
"S190704_1569829268978","01","012379","01000000","마농트로포","서울 종로구 필운동 119 1층 1층 마농트로포","0","37.576778303578","126.96896717389"
"S190704_1569829268982","01","012134","01000000","모어댄레스","서울 용산구 한남동 743-8","0","37.537114538105","126.99907146201"
"S190704_1569829268996","01","012134","01000000","앤드커피랩","서울 용산구 한남동 684-51 1층,2층 앤드커피랩","0","37.535247475954","127.00097467546"
"S190704_1569829269001","01","012115","01000000","오랑오랑","서울 용산구 용산동2가 1-62","0","37.545095078481","126.98503441501"
"S190704_1569829269004","01","012134","01000000","로우커피","서울 용산구 한남동 683-5","0","37.537201735728","127.00192170264"
"S190704_1569829269008","01","012125","01000000","서울루덴스","서울 용산구 이태원동 5-12 b1","0","37.54044329023","126.99422915359"
"S190704_1569829269009","01","012125","01000000","콩카페 이태원점","서울 용산구 이태원동 34-54","0","37.533248404779","126.98947186531"
"S190704_1569829269012","01","012134","01000000","웻커피","서울 용산구 한남동 729-18 지층","0","37.537627062846","127.00320596292"
"S190704_1569829269013","01","012132","01000000","도렐 육지2호점","서울 용산구 한강로2가 181 아모레퍼시픽빌딩 지하1층 B104","0","37.528788617884","126.96866936337"
"S190704_1569829269014","01","012135","01000000","다과상사","서울 용산구 효창동 74","0","37.539386355478","126.96164364441"
